  134           0.06983600           807.679395             -21.1567 
  135           0.05744300           807.679041             -21.1571 
  136           0.05607400           807.678815             -21.1573 
  137           0.05290900           807.678413             -21.1577 
  138           0.04283500           807.677711             -21.1584 
  139           0.03258700           807.676634             -21.1595 
  140           0.06267200           807.675289             -21.1608 
  141           0.04100500           807.675534             -21.1606 
  142           0.05807800           807.674981             -21.1611 
  143           0.04572800           807.674975             -21.1611 
  144           0.05484600           807.674739             -21.1614 
  145           0.04782000           807.673989             -21.1621 
  146           0.04054700           807.673313             -21.1628 
  147           0.03853600           807.672141              -21.164 
  148           0.04762100           807.670162             -21.1659 
  149           0.03489400           807.668816             -21.1673 
  150           0.03175500           807.668569             -21.1675 
  151           0.04593500           807.668237             -21.1679 
  152           0.06940900           807.667799             -21.1683 
  153           0.07676600           807.667613             -21.1685 
  154           0.09640400           807.667319             -21.1688 
  155           0.02503600           807.665679             -21.1704 
  156           0.26939200           807.664961             -21.1711 
  157           0.08657700           807.664574             -21.1715 
  158           0.17600200           807.664287             -21.1718 
  159           0.13762400           807.664251             -21.1718 
  160           0.15449500           807.664165             -21.1719 
  161           0.14296700           807.664097              -21.172 
  162           0.15202100           807.663886             -21.1722 
  163           0.15088000           807.663761             -21.1723 
  164           0.15608500           807.663786             -21.1723 
  165           0.10894300           807.663447             -21.1727 
  166           0.02810100           807.662925             -21.1732 
  167           0.03269400           807.662848             -21.1732 
  168           0.04672200           807.662844             -21.1733 
  169           0.02941700           807.662696             -21.1734 
  170           0.01930500           807.662343             -21.1738 
  171           0.01946400           807.661897             -21.1742 
  172           0.01793800           807.661684             -21.1744 
  173           0.02054000           807.661375             -21.1747 
  174           0.02677300           807.661277             -21.1748 
  175           0.01865300           807.661129              -21.175 
  176           0.01818500           807.660768             -21.1753 
  177           0.06144900           807.660245             -21.1759 
  178           0.15142000           807.659765             -21.1763 
  179           0.10016600           807.659759             -21.1763 
  180           0.13569800           807.659579             -21.1765 
  181           0.14963300           807.659524             -21.1766 
  182           0.13752800           807.659354             -21.1767 
  183           0.14068900           807.659065              -21.177 
  184           0.14882500           807.658630             -21.1775 
  185           0.11230000           807.658351             -21.1777 
  186           0.05557600           807.657685             -21.1784 
  187           0.05855300           807.656988             -21.1791 
  188           0.04591100           807.656881             -21.1792 
  189           0.03215300           807.656545             -21.1796 
  190           0.03291700           807.656183             -21.1799 
  191           0.02461600           807.655870             -21.1802 
  192           0.03295000           807.655576             -21.1805 
  193           0.07449600           807.655114              -21.181 
  194           0.06113000           807.654898             -21.1812 
  195           0.03465500           807.654253             -21.1818 
  196           0.03952800           807.653471             -21.1826 
  197           0.03040000           807.652987             -21.1831 
  198           0.01699200           807.652048              -21.184 
  199           0.03841900           807.650550             -21.1855 
